,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
58,7.686,18177,2007-07-08,938212738,138,False,150000000,en,117.168,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, wizarding world",788212738,0.8401215482111691,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
59,7.697,18127,2009-07-15,933959197,153,False,250000000,en,121.735,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, london, england, magic, school of witchcraft, apparition, curse, teenage crush, school, werewolf, teenage love, luck, wizard, secret past, christmas, based on young adult novel, wizarding world",683959197,0.7323223532644328,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
60,7.8,18116,2017-02-28,619021436,137,False,97000000,en,54.194,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox",United States of America,"English, Spanish","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin",522021436,0.8433010646177365,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
61,7.824,18061,2003-05-30,940335536,100,False,94000000,en,55.456,"Animation, Family",Pixar,United States of America,English,"sydney, australia, parent child relationship, anthropomorphism, harbor, underwater, shark, pelican, fish tank, great barrier reef, sea turtle, missing child, aftercreditsstinger, duringcreditsstinger, short term memory loss, clownfish, father son reunion, protective father",846335536,0.9000356825821374,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
62,7.242,18018,2017-09-06,701800000,135,False,40000000,en,74.73,"Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",United States of America,English,"small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history, anxious, intense",661800000,0.9430037047591906,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
63,7.421,17923,2014-10-22,88761661,101,False,20000000,en,55.739,"Action, Thriller","87Eleven, DefyNite Films, MJW Films, Thunder Road",United States of America,"Hungarian, English, Russian","hitman, bratva (russian mafia), gangster, secret organization, revenge, murder, dog, retired, widower",68761661,0.7746774927972563,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
64,7.334,17892,2016-11-16,809342332,132,False,180000000,en,46.103,"Fantasy, Adventure, Family","Heyday Films, Warner Bros. Pictures","United Kingdom, United States of America",English,"witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station, central park, wizard, goblin, magical creature, 1920s, wizarding world",629342332,0.7775972009826863,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
65,7.763,17782,2010-11-17,954305868,146,False,250000000,en,111.984,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, friendship, london, england, corruption, escape, teleportation, isolation, magic, bravery, radio, road trip, shelter, tension, attack, werewolf, road movie, wizard, christmas, based on young adult novel, wizarding world",704305868,0.7380294846934756,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
66,8.222,17742,2017-10-27,800526015,105,False,175000000,en,166.578,"Family, Animation, Fantasy, Music, Comedy, Adventure","Pixar, Walt Disney Pictures",United States of America,"English, Spanish","skeleton, mexico, guitar, afterlife, musician, holiday, singer, life after death, child, day of the dead, pixar",625526015,0.7813937377163189,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
67,7.671,17692,2014-03-20,714766572,136,False,170000000,en,31.482,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"future, washington dc, usa, superhero, shield, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), political thriller",544766572,0.7621601140015261,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
68,7.279,17653,2002-05-01,821708551,121,False,139000000,en,63.478,"Fantasy, Action","Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",United States of America,English,"new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss, villain, based on comic, teenage boy, teenage love, evil, super villain, taking responsibility",682708551,0.8308402658937403,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
69,8.078,17446,2008-06-22,521311860,98,False,180000000,en,58.517,"Animation, Family, Science Fiction","Pixar, Walt Disney Pictures",United States of America,English,"garbage, dystopia, space travel, distant future, loneliness, robot, aftercreditsstinger, duringcreditsstinger",341311860,0.6547172358595487,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70,7.892,17381,2014-10-01,369330363,149,False,61000000,en,46.611,"Mystery, Thriller, Drama","Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood, 20th Century Fox",United States of America,English,"infidelity, based on novel or book, wife, marriage crisis, investigation, disappearance, psychological thriller, whodunit, missing person, search party, criminal lawyer, murder suspect, missing wife, perspective, manipulative woman, killed during sex, dramatic, amused",308330363,0.8348362168100433,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
71,7.339,17356,2012-12-12,1021103568,169,False,250000000,en,83.524,"Adventure, Fantasy, Action","Warner Bros. Pictures, Metro-Goldwyn-Mayer, New Line Cinema, WingNut Films","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, horseback riding, sword, burglar, legend, riddle, mountain, travel, troll, creature, thunderstorm, fantasy world, wizard, epic battle, lost ring, journey, goblin, tunnel, underground lake, buried treasure, invisibility, quest, frantic, good versus evil, backstory, epic fantasy, fantasy creature, dwarves, epic quest",771103568,0.7551668529670635,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
72,7.835,17189,2001-11-01,579707738,92,False,115000000,en,86.936,"Animation, Comedy, Family",Pixar,United States of America,English,"monster, panic, cheating, kidnapping, door, infant, villain, portal, rivalry, energy supply, friends, hijinks, best friend, chameleon, family, parallel world, conveyor belt, invisibility, energy company, conspirators",464707738,0.801624176353499,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
73,7.971,17152,1995-10-30,394400000,81,False,30000000,en,78.404,"Animation, Adventure, Family, Comedy",Pixar,United States of America,English,"rescue, friendship, mission, martial arts, jealousy, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness",364400000,0.9239350912778904,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
74,7.5,17114,2015-12-25,532950503,157,False,135000000,en,36.747,"Western, Drama, Adventure","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment","Canada, Hong Kong, Taiwan, United States of America","English, French","rape, based on novel or book, parent child relationship, winter, child murder, mountain, grizzly bear, wilderness, gore, native american, forest, based on true story, liar, fur trapping, frontier, remake, revenge, survival, murder, bear, snow, scalping, nature, wild west, bear attack, indian attack, dead horse, starvation, 19th century, wolves",397950503,0.7466931746192573,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
75,5.952,17081,2016-03-23,873637528,152,False,250000000,en,78.589,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy","Canada, United Kingdom, United States of America",English,"superhero, based on comic, revenge, vigilante, leading man, super power, questioning, philosophical, dc extended universe (dceu), complex, man vs man, leading men, hero vs hero",623637528,0.7138401316478246,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
76,8.256,16991,1994-06-24,763455561,89,False,45000000,en,87.384,"Family, Animation, Drama","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,English,"father murder, loss of loved one, africa, lion, manipulation, redemption, musical, uncle, murder, warthog, shaman, king, scar, family, hyena, meerkat, nature, mandrill, powerful",718455561,0.9410574730229779,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
77,8.209,16962,2000-05-04,465361176,155,False,103000000,en,53.587,"Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures","United Kingdom, United States of America",English,"epic, gladiator, rome, italy, arena, senate, roman empire, parent child relationship, emperor, slavery, ancient rome, revenge, battlefield, slave auction, historical fiction, ancient world, combat, chariot, philosopher, barbarian horde, 2nd century, successor, commodus, maximus",362361176,0.7786665383534273,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
78,8.133,16827,1998-06-04,264118201,103,False,60000000,en,42.954,"Comedy, Drama","Paramount, Scott Rudin Productions",United States of America,English,"paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe",204118201,0.7728289842470948,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
79,7.704,16584,2004-10-27,631442092,115,False,92000000,en,62.609,"Action, Adventure, Animation, Family","Pixar, Walt Disney Pictures",United States of America,"French, English","island, hero, secret identity, superhero, wretch, cartoon, lawsuit, family relationships, super power, 1950s, 1960s, superhero family",539442092,0.8543017623221735,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
80,7.6,16564,2016-11-10,203388186,116,False,47000000,en,47.983,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, Reliance Entertainment, Xenolinguistics, 21 Laps Entertainment, Paramount, Stage 6 Films","Canada, India, United States of America","Mandarin, English, Russian","spacecraft, loss, time, alien, language, female protagonist, scientist, heartbreak, based on short story, military, alien language, linguist, first contact, communication, linguistics, time-manipulation, time manipulation",156388186,0.7689147982272677,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
81,8.515,16430,2019-05-30,257591776,133,False,11363000,ko,64.627,"Comedy, Thriller, Drama",Barunson E&A,South Korea,"English, German, Korean","dark comedy, private lessons, birthday party, con artist, working class, psychological thriller, class differences, housekeeper, tutor, family, crime family, unemployed, satirical, desperate, wealthy family, complex, south korea, seoul, south korea, critical, egotistical, hilarious, intense, baffled, callous, dubious, farcical, mean spirited, straightforward, urgent",246228776,0.9558875668453017,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
82,6.538,16359,2013-10-30,644783140,112,False,170000000,en,59.968,"Action, Adventure, Fantasy",Marvel Studios,United States of America,English,"superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place",474783140,0.7363454633754847,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
83,6.691,16352,2012-06-23,757930663,136,False,215000000,en,78.989,"Action, Adventure, Fantasy","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America,English,"experiment, loss of loved one, superhero, based on comic, vigilante, teenage girl, violent death, teenage boy, super power, spider bite, masked vigilante, reboot, genetic engineering, social outcast, death of husband, duringcreditsstinger, virus, teen superhero, teenage angst, vigilante justice",542930663,0.7163328909942782,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
84,7.337,16345,2017-01-19,278454358,117,False,9000000,en,44.51,"Horror, Thriller","Universal Pictures, Blinding Edge Pictures, Blumhouse Productions",United States of America,English,"child abuse, kidnapping, gore, sequel, stalking, teenage girl, super power, mental illness, split personality, multiple personality, traumatic childhood, dissociative identity disorder",269454358,0.9676787245685701,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
85,7.492,16324,2018-05-10,785896609,120,False,110000000,en,66.096,"Action, Comedy, Adventure","Maximum Effort, Genre Films, 20th Century Fox",United States of America,"Cantonese, English, Russian, Spanish","hero, superhero, mutant, mercenary, based on comic, sequel, aftercreditsstinger, duringcreditsstinger",675896609,0.8600324791578278,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
86,8.218,16205,1980-05-23,44781695,144,False,19000000,en,45.252,"Horror, Thriller","Hawk Films, Peregrine, Producers Circle, Warner Bros. Pictures","United Kingdom, United States of America",English,"hotel, child abuse, based on novel or book, isolation, telepathy, delusion, grave, snowstorm, colorado, seclusion, surrealism, alcoholism, premonition, psychic power, caretaker, loneliness, vision, domestic violence, postmodern, psychological thriller, writer, electronic music score, twins, labyrinth, cynical, alcoholic, blizzard, mutilation, bloody body of child, extrasensory perception, uxoricide, motherhood, filicide, snowed in, burial ground, hypothermia, haunted hotel, psychological disintegration, detached, paranoid, vexed, afi, frantic, pediatrician, repetition, mother son relationship, malicious, supernatural power, anxious, supernatural horror, ghost child, psychotronic film, writers-block, cabin fever, psychological horror, negative, deal with the devil, nuclear family, avant garde, yosemite national park, egotistical, twin sisters, identical twins, arrogant, assertive, demeaning, enraged, frustrated, harsh, mean spirited, sardonic",25781695,0.5757194987818125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
87,7.97,16188,2003-10-10,180906076,111,False,30000000,en,36.315,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu",United States of America,"English, Japanese, French","martial arts, japan, kung fu, showdown, coma, sword, asia, yakuza, bride, sword fight, revenge, vigilante, female yakuza, animated scene, wedding, samurai sword, eye patch, retribution",150906076,0.8341680906284209,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
88,7.4,16182,2013-11-15,865011746,146,False,130000000,en,49.864,"Adventure, Action, Science Fiction","Lionsgate, Color Force",United States of America,English,"rebellion, based on novel or book, propaganda, dystopia, games, uprising, sequel, president, survival, murder, conspiracy, female protagonist, tournament, based on young adult novel",735011746,0.8497130234344817,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
89,8.277,16083,2011-11-02,426588510,113,False,13000000,fr,41.656,"Drama, Comedy","Gaumont, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1, Canal+, TF1 Films Production",France,"English, French","friendship, male friendship, based on true story, masseuse, aristocrat, paragliding, interracial friendship, unlikely friendship, duringcreditsstinger, quadriplegic, quadriplegia, loving, feel good, intouchables",413588510,0.9695256677213364,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
